Date,Close/Last,Volume,Open,High,Low
07/09/2025,$128.828,23844770,$127.399,$128.829,$126.624
07/08/2025,$127.531,32925250,$129.09,$129.325,$126.00
07/07/2025,$128.962,22737370,$129.50,$129.50,$127.602
07/03/2025,$129.718,20062240,$129.20,$130.226,$127.976
07/02/2025,$128.486,30488010,$129.696,$129.995,$127.159
07/01/2025,$129.36,49935670,$133.823,$133.8774,$128.222
06/30/2025,$133.913,32829080,$133.10,$134.115,$132.121
06/27/2025,$132.312,40708570,$130.688,$133.1345,$130.10
06/26/2025,$130.667,26058700,$128.00,$130.734,$128.00
06/25/2025,$127.525,21465100,$128.684,$129.80,$127.381
06/24/2025,$127.911,26633070,$126.0545,$128.2571,$125.50
06/23/2025,$125.354,26673180,$123.8025,$125.484,$121.501
06/20/2025,$123.141,53481930,$123.445,$124.85,$122.4349
06/18/2025,$122.229,22810470,$122.999,$124.20,$122.05
06/17/2025,$122.067,18921260,$121.995,$123.2357,$121.609
06/16/2025,$122.535,21127970,$121.22,$122.625,$121.22
06/13/2025,$121.215,22102530,$120.659,$122.062,$120.189
06/12/2025,$121.503,20846020,$122.259,$123.00,$121.1965
06/11/2025,$121.988,23822800,$120.26,$122.829,$119.601
06/10/2025,$120.362,44544470,$122.752,$122.752,$118.061
06/09/2025,$122.446,24031170,$123.888,$123.888,$122.157
06/06/2025,$124.1475,25569560,$125.941,$126.00,$123.555
06/05/2025,$125.052,28217970,$124.06,$126.281,$123.729
06/04/2025,$123.966,23593810,$122.0735,$124.256,$121.988
06/03/2025,$121.794,23637620,$121.987,$122.957,$121.118
06/02/2025,$121.898,22942160,$120.12,$121.94,$119.625
05/30/2025,$120.723,46967560,$119.833,$121.181,$118.0925
05/29/2025,$118.486,33030790,$120.80,$120.90,$117.628
05/28/2025,$120.855,18558500,$121.027,$121.591,$120.602
05/27/2025,$121.157,29204690,$119.533,$121.177,$119.309
05/23/2025,$118.539,21864830,$118.40,$119.145,$117.944
05/22/2025,$118.797,18615880,$119.24,$119.875,$118.7208
05/21/2025,$119.463,29766100,$118.65,$121.122,$118.65
05/20/2025,$119.202,21330660,$118.679,$119.30,$117.902
05/19/2025,$119.164,28534150,$117.3575,$119.164,$117.171
05/16/2025,$119.153,46983530,$119.314,$119.65,$117.939
05/15/2025,$117.798,44640410,$114.774,$118.7802,$114.7647
05/14/2025,$115.099,39101470,$112.9595,$115.29,$112.84
05/13/2025,$113.844,39978690,$111.446,$114.788,$110.63
05/12/2025,$111.00,64790790,$112.426,$113.00,$110.293
05/09/2025,$114.022,25696330,$114.71,$115.10,$113.322
05/08/2025,$114.443,37608720,$116.162,$116.2294,$113.92
05/07/2025,$115.541,43523940,$113.9175,$116.40,$113.80
05/06/2025,$113.769,32566820,$112.943,$114.766,$112.64
05/05/2025,$113.406,56623170,$111.4795,$114.402,$110.701
05/02/2025,$115.649,37742820,$113.666,$115.944,$113.332
05/01/2025,$113.347,34994970,$112.252,$114.242,$111.183
04/30/2025,$113.172,42666760,$111.265,$113.32,$110.111
04/29/2025,$112.564,37773290,$110.392,$112.781,$109.548
04/28/2025,$111.038,38310880,$110.00,$111.40,$108.262
04/25/2025,$110.153,39500080,$109.704,$110.6798,$109.10
04/24/2025,$109.687,63818960,$104.80,$110.10,$104.702
04/23/2025,$104.959,64718760,$104.7225,$106.125,$103.20
04/22/2025,$104.034,93688730,$100.53,$106.497,$100.452
04/21/2025,$98.791,97757470,$98.44,$101.90,$97.305
04/17/2025,$97.303,88937350,$96.90,$98.4702,$95.60
04/16/2025,$96.163,60661130,$97.628,$98.121,$94.9165
04/15/2025,$97.628,77119820,$95.00,$99.345,$94.80
04/14/2025,$93.128,40358950,$93.27,$94.898,$91.9498
04/11/2025,$91.829,40736380,$92.00,$94.486,$90.668
04/10/2025,$92.117,51297550,$93.194,$94.1235,$89.40
04/09/2025,$94.547,74979740,$85.593,$95.143,$85.44
04/08/2025,$87.04,56253820,$91.244,$92.242,$85.77
04/07/2025,$86.783,66568230,$82.7845,$90.674,$82.11
04/04/2025,$85.586,67988060,$89.65,$90.6628,$85.387
04/03/2025,$91.705,58646220,$90.18,$94.6592,$90.047
04/02/2025,$93.552,32568860,$92.30,$94.9548,$91.611
04/01/2025,$92.838,35199560,$92.75,$93.229,$91.15
03/31/2025,$93.253,46340750,$92.053,$93.448,$90.059
03/28/2025,$93.385,44227170,$97.20,$97.498,$92.923
03/27/2025,$97.672,30472370,$97.422,$98.90,$96.6366
03/26/2025,$97.065,35347070,$99.381,$99.679,$96.632
03/25/2025,$99.728,37822450,$97.818,$99.87,$97.711
03/24/2025,$97.199,46778710,$96.967,$97.70,$95.155
03/21/2025,$96.029,59054290,$94.1635,$96.3653,$94.095
03/20/2025,$95.084,44663050,$95.001,$96.70,$94.55
03/19/2025,$95.949,66623610,$93.577,$96.80,$92.40
03/18/2025,$92.998,60094000,$94.00,$94.825,$91.63
03/17/2025,$95.002,75431460,$93.995,$96.763,$93.442
03/14/2025,$91.80,52006840,$90.146,$91.9625,$90.10
03/13/2025,$89.017,50016980,$91.30,$92.1889,$88.751
03/12/2025,$91.968,68658370,$91.46,$92.718,$90.10
03/11/2025,$89.51,73989340,$86.741,$91.068,$86.60
03/10/2025,$86.668,69953090,$87.507,$88.127,$85.45
03/07/2025,$89.111,77374880,$89.764,$90.4886,$85.807
03/06/2025,$90.636,78525590,$97.299,$97.369,$89.90
03/05/2025,$99.092,38079350,$97.362,$99.56,$96.948
03/04/2025,$97.258,43928140,$97.161,$98.6313,$94.821
03/03/2025,$97.37,39074470,$98.30,$99.493,$96.481
02/28/2025,$98.056,47174090,$96.956,$98.227,$95.817
02/27/2025,$96.307,37665660,$99.50,$100.0726,$96.1825
02/26/2025,$99.006,33972050,$97.76,$100.089,$97.69
02/25/2025,$97.724,47383040,$98.94,$99.44,$95.50
02/24/2025,$98.847,44262270,$100.80,$101.517,$98.448
02/21/2025,$100.315,37387100,$102.942,$103.238,$99.939
02/20/2025,$102.454,31118310,$104.20,$104.50,$101.5594
02/19/2025,$104.333,26000480,$103.518,$104.50,$102.451
02/18/2025,$103.585,42293390,$106.00,$106.20,$102.3749
02/14/2025,$105.86,31454300,$104.495,$106.45,$104.169
02/13/2025,$104.369,34760680,$102.6625,$104.599,$102.51
02/12/2025,$102.731,33889660,$100.549,$102.774,$99.8347
02/11/2025,$100.808,33317970,$102.079,$102.269,$100.295
02/10/2025,$102.76,32965660,$102.305,$103.285,$101.588
02/07/2025,$101.393,32128530,$101.70,$102.776,$100.567
02/06/2025,$101.568,31342930,$100.787,$101.635,$100.261
02/05/2025,$101.111,39977330,$98.773,$101.1825,$98.668
02/04/2025,$99.487,60001370,$98.047,$100.80,$97.851
02/03/2025,$97.894,37241970,$97.30,$98.7689,$96.4375
01/31/2025,$97.676,36187180,$97.40,$99.0289,$97.40
01/30/2025,$97.324,38678250,$98.675,$99.459,$97.001
01/29/2025,$97.815,29307280,$98.00,$98.764,$96.8235
01/28/2025,$97.183,34339720,$96.671,$97.7934,$95.73
01/27/2025,$97.189,46342040,$97.11,$98.227,$96.026
01/24/2025,$97.759,45503970,$98.441,$98.628,$96.768
01/23/2025,$98.486,77521370,$95.781,$98.50,$95.39
01/22/2025,$95.399,142732100,$99.8025,$99.90,$95.076
01/21/2025,$86.968,98513510,$86.353,$91.64,$85.4745
01/17/2025,$85.81,36175650,$85.979,$86.50,$85.213
01/16/2025,$84.237,40285370,$86.096,$86.898,$84.202
01/15/2025,$84.826,31813830,$83.644,$85.084,$83.041
01/14/2025,$82.84,30376500,$84.32,$84.4893,$82.3519
01/13/2025,$84.029,30245170,$83.1525,$84.707,$82.914
01/10/2025,$83.769,48033120,$86.64,$86.641,$83.44
01/08/2025,$87.50,23479490,$88.00,$88.6215,$87.30
01/07/2025,$87.919,26498230,$87.938,$88.80,$86.911
01/06/2025,$88.179,34576560,$88.876,$89.283,$87.169
01/03/2025,$88.105,29700190,$89.313,$89.883,$87.989
01/02/2025,$88.673,23156850,$89.55,$89.858,$87.70
12/31/2024,$89.132,18758970,$90.18,$90.268,$88.947
12/30/2024,$90.043,22029700,$89.451,$90.823,$88.971
12/27/2024,$90.755,32261580,$91.601,$91.813,$89.45
12/26/2024,$92.414,23424180,$92.84,$93.049,$91.53
12/24/2024,$93.212,23202930,$91.50,$93.585,$91.17
12/23/2024,$91.145,23393750,$91.342,$91.50,$89.91
12/20/2024,$90.905,45305190,$89.321,$91.9924,$89.0487
12/19/2024,$90.204,28155120,$90.818,$91.2622,$89.90
12/18/2024,$88.955,29381940,$91.913,$92.244,$88.656
12/17/2024,$91.913,24594560,$92.154,$92.845,$91.642
12/16/2024,$92.108,26748920,$92.394,$92.894,$91.95
12/13/2024,$91.887,24858290,$91.681,$92.555,$90.961
12/12/2024,$92.555,24861970,$93.335,$93.4089,$92.26
12/11/2024,$93.656,35016910,$92.471,$94.175,$92.308
12/10/2024,$91.335,23885750,$91.376,$92.288,$90.958
12/09/2024,$91.369,33500820,$92.80,$93.03,$90.259
12/06/2024,$93.474,29553830,$91.523,$93.527,$91.271
12/05/2024,$91.787,28353070,$91.785,$92.70,$91.1107
12/04/2024,$91.106,26896290,$89.805,$91.597,$89.805
12/03/2024,$90.217,24016340,$89.436,$90.269,$88.8025
12/02/2024,$89.774,23889660,$88.751,$90.234,$88.412
11/29/2024,$88.681,20272370,$88.217,$89.241,$87.668
11/27/2024,$87.734,25782220,$87.206,$88.095,$85.891
11/26/2024,$87.26,31382590,$86.749,$88.636,$86.725
11/25/2024,$86.559,60142030,$90.205,$90.205,$86.422
11/22/2024,$89.779,32140200,$89.60,$90.60,$89.30
11/21/2024,$89.748,45112630,$88.393,$90.80,$87.724
11/20/2024,$88.385,40938430,$87.998,$89.06,$86.84
11/19/2024,$87.132,38142270,$83.975,$87.449,$83.916
11/18/2024,$84.705,40840810,$81.55,$84.845,$80.933
11/15/2024,$82.396,36737200,$83.204,$83.204,$81.649
11/14/2024,$83.726,30382310,$83.367,$84.10,$83.002
11/13/2024,$83.047,27677720,$82.2615,$83.699,$82.0537
11/12/2024,$81.95,28140640,$80.75,$82.037,$80.375
11/11/2024,$80.544,23991500,$79.59,$80.6823,$79.5565
11/08/2024,$79.504,19106260,$79.736,$79.906,$78.865
11/07/2024,$79.654,32950740,$78.137,$79.822,$77.994
11/06/2024,$78.021,36908170,$77.15,$78.149,$75.738
11/05/2024,$76.391,22006450,$75.735,$76.753,$75.627
11/04/2024,$75.551,19021940,$75.314,$76.248,$74.969
11/01/2024,$75.61,29968290,$75.348,$76.38,$74.777
10/31/2024,$75.603,30577090,$75.393,$76.079,$75.223
10/30/2024,$75.374,17220020,$75.808,$75.979,$75.2278
10/29/2024,$75.944,36604330,$75.113,$76.388,$74.801
10/28/2024,$74.912,28624050,$75.868,$75.868,$74.788
10/25/2024,$75.468,28194730,$75.617,$76.85,$75.353
10/24/2024,$75.455,26429620,$75.197,$75.582,$74.625
10/23/2024,$74.929,37490070,$76.283,$76.379,$74.426
10/22/2024,$76.424,29872520,$76.527,$76.97,$76.112
10/21/2024,$77.207,60570930,$76.576,$77.30,$75.66
10/18/2024,$76.389,159741200,$73.764,$76.6281,$73.623
10/17/2024,$68.765,89266720,$70.435,$70.4412,$67.788
10/16/2024,$70.20,24942760,$70.343,$70.559,$69.782
10/15/2024,$70.598,29327520,$71.251,$71.34,$69.9781
10/14/2024,$71.30,27970710,$72.50,$72.662,$71.1311
10/11/2024,$72.279,22995250,$73.49,$73.60,$72.122
10/10/2024,$73.029,27678620,$72.329,$73.385,$72.25
10/09/2024,$72.743,19810700,$71.925,$72.859,$71.887
10/08/2024,$72.176,31874020,$70.388,$72.506,$70.3546
10/07/2024,$70.192,33605200,$71.4755,$71.588,$69.643
10/04/2024,$71.97,22301390,$71.332,$72.101,$70.882
10/03/2024,$70.68,22564490,$70.426,$70.881,$70.00
10/02/2024,$71.109,17581670,$70.613,$71.621,$70.4688
10/01/2024,$70.613,28134820,$71.364,$71.776,$69.859
09/30/2024,$70.927,17115080,$70.70,$71.121,$70.2819
09/27/2024,$70.735,23956130,$70.836,$71.071,$70.1251
09/26/2024,$71.143,28329620,$72.473,$72.526,$70.172
09/25/2024,$72.156,22597750,$72.10,$72.512,$71.621
09/24/2024,$72.226,35657310,$70.6625,$72.244,$70.445
09/23/2024,$70.537,32243440,$70.239,$71.225,$69.916
09/20/2024,$70.103,39980620,$70.555,$70.6673,$69.631
09/19/2024,$70.432,42284800,$70.50,$71.566,$69.537
09/18/2024,$69.047,29844110,$70.755,$70.755,$68.80
09/17/2024,$70.691,22986300,$70.082,$70.763,$69.837
09/16/2024,$69.65,18437450,$70.00,$70.302,$68.8632
09/13/2024,$69.706,22764820,$68.001,$69.964,$68.00
09/12/2024,$68.68,25884370,$68.492,$69.488,$68.22
09/11/2024,$68.147,23919240,$67.746,$68.297,$66.08
09/10/2024,$67.362,20791820,$67.687,$68.059,$66.5805
09/09/2024,$67.542,26831110,$67.40,$68.35,$67.214
09/06/2024,$66.577,29912650,$68.186,$68.3152,$66.234
09/05/2024,$68.362,18100720,$67.314,$68.731,$67.186
09/04/2024,$67.968,17853370,$67.331,$68.465,$67.306
09/03/2024,$67.532,31609640,$70.01,$70.386,$67.101
08/30/2024,$70.135,32667230,$70.036,$70.186,$68.816
08/29/2024,$69.248,21869740,$69.00,$69.98,$68.607
08/28/2024,$68.384,24305830,$69.583,$69.667,$67.71
08/27/2024,$69.572,31648780,$68.853,$70.789,$68.692
08/26/2024,$68.844,13541540,$68.726,$69.059,$68.1638
08/23/2024,$68.673,23544500,$69.413,$69.607,$67.863
08/22/2024,$68.896,27293890,$69.10,$70.15,$68.624
08/21/2024,$69.712,22353430,$69.70,$70.10,$69.138
08/20/2024,$69.854,48131180,$68.886,$71.133,$68.8245
08/19/2024,$68.853,30162270,$67.407,$68.884,$67.291
08/16/2024,$67.407,35110140,$66.943,$68.023,$66.536
08/15/2024,$66.322,32101730,$66.849,$67.319,$65.98
08/14/2024,$66.168,40143440,$64.87,$66.357,$64.87
08/13/2024,$64.802,26395710,$63.856,$65.097,$63.55
08/12/2024,$63.314,23317120,$63.10,$63.90,$62.707
08/09/2024,$63.394,19808360,$62.299,$63.662,$62.299
08/08/2024,$63.035,32835420,$62.199,$63.229,$61.602
08/07/2024,$61.148,31877910,$61.6065,$63.20,$61.064
08/06/2024,$60.957,43190570,$60.062,$62.245,$60.062
08/05/2024,$59.855,40442350,$58.704,$60.4563,$58.704
08/02/2024,$61.364,35230030,$62.098,$62.527,$60.835
08/01/2024,$62.485,37205730,$62.925,$64.671,$61.761
07/31/2024,$62.835,31348770,$62.657,$63.36,$62.258
07/30/2024,$62.258,34966090,$63.017,$63.469,$61.70
07/29/2024,$62.696,24005370,$63.461,$63.461,$62.393
07/26/2024,$63.137,31206590,$64.50,$64.699,$62.977
07/25/2024,$63.409,45545390,$64.10,$64.998,$62.17
07/24/2024,$63.599,48881630,$63.574,$65.242,$63.2674
07/23/2024,$64.276,24635790,$64.75,$64.991,$64.10
07/22/2024,$64.75,52190770,$63.95,$65.629,$63.26
07/19/2024,$63.334,98156310,$66.064,$67.897,$62.912
07/18/2024,$64.304,75757630,$65.66,$65.704,$63.9165
07/17/2024,$64.746,40172770,$65.00,$65.045,$63.947
07/16/2024,$65.632,26857060,$66.18,$66.3675,$64.913
07/15/2024,$65.645,32087630,$64.75,$66.754,$64.663
07/12/2024,$64.76,33551970,$65.275,$65.592,$64.3708
07/11/2024,$65.275,51119280,$67.2485,$67.2485,$64.744
07/10/2024,$67.765,26519280,$68.502,$68.722,$67.316
07/09/2024,$68.574,25994740,$69.00,$69.527,$68.472
07/08/2024,$68.574,19307860,$68.70,$68.886,$68.1485
07/05/2024,$69.065,26590650,$68.251,$69.749,$67.723
07/03/2024,$68.251,14035450,$67.748,$68.375,$67.55
07/02/2024,$67.958,24114260,$67.354,$68.174,$67.007
07/01/2024,$67.361,22128260,$67.489,$67.502,$66.378
06/28/2024,$67.488,34123910,$67.90,$68.70,$67.308
06/27/2024,$68.434,24048490,$67.935,$68.857,$67.814
06/26/2024,$67.769,35458150,$67.241,$68.296,$67.002
06/25/2024,$67.241,22787680,$67.344,$67.3665,$66.23
06/24/2024,$66.902,39163350,$68.50,$68.55,$66.45
06/21/2024,$68.612,45570860,$68.326,$68.69,$67.81
06/20/2024,$67.903,25850890,$68.18,$68.988,$67.372
06/18/2024,$68.567,29437750,$67.563,$68.706,$67.464
06/17/2024,$67.583,36311840,$66.911,$68.271,$66.511
06/14/2024,$66.938,44471160,$65.505,$67.558,$65.264
06/13/2024,$65.326,18635870,$64.40,$65.525,$64.235
06/12/2024,$65.006,20943810,$65.221,$65.578,$64.311
06/11/2024,$64.855,21674170,$64.072,$65.019,$64.052
06/10/2024,$64.45,20667590,$64.101,$64.479,$63.559
06/07/2024,$64.147,18766310,$64.938,$65.04,$64.024
06/06/2024,$64.852,24666640,$64.489,$65.799,$64.4237
06/05/2024,$65.027,26826140,$63.402,$65.125,$62.825
06/04/2024,$63.162,30081510,$63.378,$63.523,$62.644
06/03/2024,$63.379,23235060,$64.5215,$64.678,$62.727
05/31/2024,$64.162,40710230,$64.401,$64.858,$62.83
05/30/2024,$64.766,23933540,$65.352,$65.649,$64.473
05/29/2024,$65.462,36959350,$64.413,$66.425,$64.389
05/28/2024,$64.90,26094510,$64.705,$64.975,$64.303
05/24/2024,$64.675,26152600,$63.94,$65.20,$63.76
05/23/2024,$63.567,23139390,$64.234,$64.271,$63.00
05/22/2024,$64.047,21761740,$64.714,$64.925,$63.812
05/21/2024,$65.061,29201550,$63.676,$65.088,$63.422
05/20/2024,$64.082,38578530,$62.04,$64.437,$61.952
05/17/2024,$62.11,37827080,$61.70,$62.579,$61.4714
05/16/2024,$61.052,30563500,$61.575,$61.834,$60.909
05/15/2024,$61.352,56706070,$61.857,$62.41,$60.91
05/14/2024,$61.366,27923580,$61.517,$62.148,$60.84
05/13/2024,$61.659,20861970,$61.43,$61.8219,$60.683
05/10/2024,$61.087,26535860,$61.90,$62.398,$60.506
05/09/2024,$61.209,20653750,$61.44,$61.572,$60.575
05/08/2024,$60.947,30939040,$60.163,$61.822,$60.163
05/07/2024,$60.60,36140920,$59.628,$60.605,$59.132
05/06/2024,$59.697,36863370,$58.182,$59.734,$58.025
05/03/2024,$57.934,33075240,$56.60,$58.026,$56.516
05/02/2024,$56.515,30682280,$55.602,$56.546,$55.559
05/01/2024,$55.171,34732330,$54.784,$56.039,$54.425
04/30/2024,$55.064,33614920,$56.00,$56.00,$54.9375
04/29/2024,$55.949,25088820,$55.918,$55.964,$55.424
04/26/2024,$56.123,43325930,$55.821,$56.292,$55.319
04/25/2024,$56.48,38071010,$54.946,$56.654,$54.5705
04/24/2024,$55.512,53553120,$57.431,$57.6907,$55.13
04/23/2024,$57.775,49755200,$55.649,$57.921,$55.528
04/22/2024,$55.46,85976510,$55.066,$55.861,$54.201
04/19/2024,$55.504,164497000,$56.788,$57.90,$55.216
04/18/2024,$61.056,84684070,$61.21,$62.133,$60.5435
04/17/2024,$61.369,33122220,$62.097,$62.097,$60.771
04/16/2024,$61.752,35191220,$60.75,$62.245,$60.75
04/15/2024,$60.715,30853940,$63.017,$63.017,$60.3871
04/12/2024,$62.283,29592690,$62.823,$63.312,$61.8915
04/11/2024,$62.878,26626620,$62.442,$63.166,$61.724
04/10/2024,$61.858,28062480,$61.097,$62.014,$60.934
04/09/2024,$61.82,21466350,$63.199,$63.199,$61.5635
04/08/2024,$62.841,21457310,$63.639,$63.90,$62.811
04/05/2024,$63.618,33788420,$62.492,$63.791,$62.271
04/04/2024,$61.714,30643490,$63.321,$63.80,$61.658
04/03/2024,$63.008,29312310,$61.2745,$63.041,$61.15
04/02/2024,$61.421,20292170,$61.10,$61.503,$60.551
04/01/2024,$61.431,21159250,$60.80,$61.511,$60.5571
03/28/2024,$60.733,37088030,$61.499,$61.50,$60.159
03/27/2024,$61.353,26282670,$62.901,$63.135,$61.073
03/26/2024,$62.924,28044530,$62.52,$63.439,$61.9184
03/25/2024,$62.746,18032640,$62.79,$63.046,$62.316
03/22/2024,$62.801,21356880,$62.416,$62.905,$62.10
03/21/2024,$62.271,25076710,$63.065,$63.4362,$62.233
03/20/2024,$62.769,26395090,$61.995,$62.9505,$61.834
03/19/2024,$62.074,21426130,$61.562,$62.128,$60.80
03/18/2024,$61.839,33442440,$61.356,$62.741,$61.0448
03/15/2024,$60.588,66716290,$62.292,$62.292,$60.382
03/14/2024,$61.301,31204520,$61.50,$62.08,$60.735
03/13/2024,$60.945,21920940,$61.337,$61.485,$60.721
03/12/2024,$61.108,28216310,$60.021,$61.53,$59.627
03/11/2024,$60.093,25009400,$60.808,$61.10,$60.037
03/08/2024,$60.482,27772430,$60.827,$61.609,$60.084
03/07/2024,$60.851,27428050,$59.934,$61.053,$59.59
03/06/2024,$59.769,24695920,$60.299,$60.793,$59.3556
03/05/2024,$59.85,38495630,$61.01,$61.091,$59.20
03/04/2024,$61.583,30203060,$62.156,$62.442,$61.508
03/01/2024,$61.934,42703050,$59.981,$62.028,$59.95
02/29/2024,$60.292,35720820,$60.425,$60.4516,$59.516
02/28/2024,$59.648,26052420,$59.579,$59.817,$59.001
02/27/2024,$60.167,44893550,$59.50,$60.536,$59.233
02/26/2024,$58.765,23937120,$58.356,$59.075,$58.327
02/23/2024,$58.356,25688520,$58.64,$59.243,$57.982
02/22/2024,$58.847,35265970,$58.275,$59.085,$57.8885
02/21/2024,$57.335,22811430,$57.351,$57.5775,$56.732
02/20/2024,$57.513,31242360,$58.018,$58.60,$56.966
02/16/2024,$58.395,43256890,$59.695,$59.70,$57.746
02/15/2024,$59.346,52209380,$58.191,$59.377,$58.032
02/14/2024,$57.933,56342260,$56.726,$58.1248,$56.434
02/13/2024,$55.452,35114530,$55.08,$55.92,$54.90
02/12/2024,$55.785,36084870,$56.036,$56.844,$55.70
02/09/2024,$56.132,30556980,$56.50,$56.60,$55.81
02/08/2024,$55.853,31754680,$56.055,$56.37,$55.574
02/07/2024,$55.93,43735910,$55.816,$56.78,$55.498
02/06/2024,$55.588,28403000,$56.412,$56.634,$55.437
02/05/2024,$56.206,41430990,$56.247,$57.575,$55.7195
02/02/2024,$56.464,40328430,$56.452,$56.78,$56.237
02/01/2024,$56.751,31740020,$56.702,$57.266,$56.383
01/31/2024,$56.411,48575990,$56.285,$57.215,$56.2045
